kind,address,name,file,line,votes,detail
file,007d6009,FUN_007d6009,.\Source\Dx9\dx9_debug.cpp,,,
file,007c0408,FUN_007c0408,.\Source\e_visibilitymesh.cpp,,,
file,007e7808,FUN_007e7808,.\Source\e_featurelines.cpp,,,
file,007c200a,FUN_007c200a,.\Source\DxC\dxC_environment.cpp,,,
file,007a6803,e_ViewerRemove,.\Source\DxC\dxC_viewer.cpp,,,
file,007a5403,FUN_007a5403,.\Source\DxC\dxC_material.cpp,,,
file,007e8404,FUN_007e8404,.\Source\e_initdb.cpp,,,
file,0078b402,dxC_DrawFullscreenQuad,.\Source\DxC\dxC_common.cpp,128,,
file,007b5c00,FUN_007b5c00,.\Source\DxC\dxC_particle.cpp,,,
file,0079c005,FUN_0079c005,.\Source\Dx9\dx9_texture.cpp,,,
file,007bf406,FUN_007bf406,.\Source\DxC\dxC_movie.cpp,,,
file,0077b809,FUN_0077b809,.\Source\DxC\dxC_device.cpp,331,,
file,007814fa,FUN_007814fa,.\Source\DxC\dxC_effect.cpp,,,
file,004108c3,FUN_004108c3,.\asyncfile.cpp,1493,,
file,007d5cf9,FUN_007d5cf9,.\Source\Dx9\dx9_debug.cpp,,,
file,007818ff,FUN_007818ff,.\Source\DxC\dxC_effect.cpp,,,
file,007aecf2,sUIDrawGetEngineBuffer,.\Source\DxC\dxC_ui.cpp,,,
file,007c64f6,sSetLightingEffectParameters,.\Source\DxC\dxC_render.cpp,404,,
file,007d60f6,FUN_007d60f6,.\Source\Dx9\dx9_debug.cpp,,,
file,007f24f2,FUN_007f24f2,.\Source\DxC\dxC_region.cpp,,,
file,007d1cf0,dxC_SetIndices,.\Source\DxC\dxC_state.cpp,471,,
file,007b78f6,FUN_007b78f6,.\Source\DxC\dxC_particle.cpp,,,
file,007ee0f1,sObscuranceComputeForModelDefinition,.\Source\DxC\dxC_obscurance.cpp,,,
file,007c68ec,sSetMaterialParameters,.\Source\DxC\dxC_render.cpp,,,
file,0077ace4,FUN_0077ace4,.\Source\DxC\dxC_main.cpp,,,
file,007b74ee,FUN_007b74ee,.\Source\DxC\dxC_particle.cpp,,,
file,0077e8e2,FUN_0077e8e2,.\Source\e_common.cpp,,,
file,0079acee,dxC_UpdateTexture,.\Source\Dx9\dx9_texture.cpp,845,,
file,0079ece5,FUN_0079ece5,.\Source\Dx9\dx9_texture.cpp,,,
file,007f2ce2,FUN_007f2ce2,.\Source\e_featureline_shadow.cpp,112,,
file,007924e6,FUN_007924e6,.\Source\DxC\dxC_model.cpp,,,
file,0078b4d8,dxC_DrawPrimitive,.\Source\DxC\dxC_common.cpp,192,,
file,007c30dd,FUN_007c30dd,.\Source\DxC\dxC_automap.cpp,,,
file,007e44dc,FUN_007e44dc,.\Source\DxC\dxC_shadow.cpp,,,
file,0078fcda,dx9_MeshRestore,.\Source\DxC\dxC_model.cpp,4739,,
file,0079e0dd,dx9_CubeTextureNewEmpty,.\Source\Dx9\dx9_texture.cpp,4446,,
file,005040f5,FUN_005040f5,.\Source\DxC\dxC_model.cpp,,,
file,007c4cda,FUN_007c4cda,.\Source\DxC\dxC_automap.cpp,1490,,
file,007e28d6,FUN_007e28d6,.\Source\DxC\dxC_shadow.cpp,201,,
file,007eb4d7,FUN_007eb4d7,.\Source\DxC\dxC_dpvs.cpp,,,
file,007904d3,FUN_007904d3,.\Source\DxC\dxC_model.cpp,,,
file,0042e4e9,FUN_0042e4e9,.\patchclient.cpp,463,,
file,004104ea,FUN_004104ea,.\asyncfile.cpp,1046,,
file,0077e4da,FUN_0077e4da,.\Source\DxC\dxC_device.cpp|.\Source\e_common.cpp|.\Source\e_common.cpp|.\Source\e_common.cpp|.\Source\e_common.cpp,,,
file,007a54d5,sCreateSpecularLookupTexture,.\Source\DxC\dxC_material.cpp,,,
file,007ed8ce,sFinalizeVertexBuffers,.\Source\DxC\dxC_obscurance.cpp,,,
file,007a88ca,e_CellCreate,.\Source\e_region.cpp,,,
file,007bf0c9,sFreeVB,.\Source\DxC\dxC_movie.cpp,,,
file,007e08cd,FUN_007e08cd,.\Source\DxC\dxC_rchandlers.cpp,,,
file,007854cf,FUN_007854cf,.\Source\e_ui.cpp,,,
file,007de0c7,FUN_007de0c7,.\Source\DxC\dxC_primitive.cpp,,,
file,007e68c2,FUN_007e68c2,.\Source\Dx9\dx9_caps.cpp,627,,
file,0079e8c7,e_TextureRestore,.\Source\Dx9\dx9_texture.cpp,,,
file,0077d0c8,FUN_0077d0c8,.\Source\DxC\dxC_device.cpp,,,
file,007f30be,FUN_007f30be,.\Source\e_featureline_multisample.cpp,,,
file,007eb8bf,FUN_007eb8bf,.\Source\DxC\dxC_obscurance.cpp,,,
file,007b7cb9,FUN_007b7cb9,.\Source\DxC\dxC_particle.cpp,2375,,
file,007c8cbf,FUN_007c8cbf,.\Source\DxC\dxC_render.cpp,1793,,
file,007c2cb8,FUN_007c2cb8,.\Source\DxC\dxC_automap.cpp,,,
file,007ec4bb,sRenderBoundingBox,.\Source\DxC\dxC_obscurance.cpp,679,,
file,0077fcb2,FUN_0077fcb2,.\Source\DxC\dxC_effect.cpp,,,
file,007e94b4,FUN_007e94b4,.\Source\DxC\dxC_adclient.cpp,154,,
file,007ee0b5,sObscuranceLoadFromData,.\Source\DxC\dxC_obscurance.cpp,,,
file,007920b2,sModelDefinitionRelease,.\Source\DxC\dxC_model.cpp,,,
file,007bc0b6,GetSelectedChoice,.\Source\e_featureline.cpp,,,
file,007d6cb3,dx9_SetDepthTarget,.\Source\DxC\dxC_target.cpp,,,
file,007bc8b5,e_FeatureLine_GetSelectedStopInternalName,.\Source\e_featureline.cpp,,,
file,007410a4,FUN_007410a4,.\source\c_sound_filesystem.cpp,456,,
file,0079b0a8,sGetTextureInfoFromDesc,.\Source\Dx9\dx9_texture.cpp,,,
file,007890ab,dxC_AssembleLightsSH,.\Source\DxC\dxC_light.cpp,,,
file,007c50aa,FUN_007c50aa,.\Source\DxC\dxC_automap.cpp,1585,,
file,007b18ac,FUN_007b18ac,.\Source\DxC\dxC_ui.cpp,,,
file,0079a0a1,FUN_0079a0a1,.\Source\e_renderlist.cpp,,,
file,007d7ca4,FUN_007d7ca4,.\Source\DxC\dxC_target.cpp,,,
file,004d1097,FUN_004d1097,.\Source\DxC\dxC_wardrobe.cpp,958,,
file,007cd4a0,dxC_RenderMesh,.\Source\DxC\dxC_render.cpp,4283,,
file,007ae0a6,e_PortalSetShape,.\Source\e_portal.cpp,,,
file,0078d0a5,e_ModelSetDefinition,.\Source\DxC\dxC_model.cpp,1496,,
file,007d4c9c,FUN_007d4c9c,.\Source\Dx9\dx9_debug.cpp,,,
file,007a849b,FUN_007a849b,.\Source\DxC\dxC_automap.cpp,,,
file,00784099,dxC_EffectSetScreenSize,.\Source\DxC\dxC_effect.cpp,,,
file,007bf499,FUN_007bf499,.\Source\DxC\dxC_movie.cpp,,,
file,004170a3,FUN_004170a3,.\excel_common.cpp,6497,,
file,007f289b,FUN_007f289b,.\Source\e_featureline_texture_lod.cpp,,,
file,0077f892,FUN_0077f892,.\Source\DxC\dxC_effect.cpp,,,
file,004114a7,FUN_004114a7,.\asyncfile.cpp,,,
file,007c349b,FUN_007c349b,.\Source\DxC\dxC_automap.cpp,458,,
file,00779890,FUN_00779890,.\Source\DxC\dxC_main.cpp,,,
file,0079f491,dxC_TextureDidSet,.\Source\Dx9\dx9_texture.cpp,,,
file,007dc494,dxC_SetSamplerDefaults,.\Source\DxC\dxC_state_defaults.cpp,,,
file,00781492,FUN_00781492,.\Source\DxC\dxC_effect.cpp,,,
file,007c9c8c,FUN_007c9c8c,.\Source\DxC\dxC_render.cpp,,,
file,0079ac88,dxC_CreateCubeTextureFromFileInMemoryEx,.\Source\Dx9\dx9_texture.cpp,,,
file,007afc88,FUN_007afc88,.\Source\DxC\dxC_ui.cpp,,,
file,007b7888,FUN_007b7888,.\Source\DxC\dxC_particle.cpp,2131,,
file,007e648b,FUN_007e648b,.\Source\Dx9\dx9_caps.cpp,262,,
file,00789c8d,dxC_ComputeLightsSH_O3,.\Source\DxC\dxC_light.cpp,,,
file,007d1c8b,dx9_SetFVF,.\Source\DxC\dxC_state.cpp,457,,
file,007f2486,FUN_007f2486,.\Source\DxC\dxC_region.cpp,,,
file,00791c83,e_ModelDefinitionReload,.\Source\DxC\dxC_model.cpp,,,
file,0078d884,sUpdateModelCell,.\Source\DxC\dxC_model.cpp,,,
file,007e0c81,FUN_007e0c81,.\Source\DxC\dxC_rchandlers.cpp,,,
file,00783887,dx9_EffectSetHemiLightingParams,.\Source\DxC\dxC_effect.cpp,,,
file,007c5d7e,sComputeLightsSH,.\Source\DxC\dxC_render.cpp,110,,
file,0079d57b,sCreateTextureFromMemory,.\Source\Dx9\dx9_texture.cpp,3932,,
file,007a857c,FUN_007a857c,.\Source\e_region.cpp,,,
file,0078e17e,dxC_ModelSetFlagbit,.\Source\DxC\dxC_model.cpp,,,
file,0079d97e,FUN_0079d97e,.\Source\Dx9\dx9_texture.cpp,,,
file,0079e173,dx9_CubeTextureNewEmptyInPlace,.\Source\Dx9\dx9_texture.cpp,,,
file,007ec975,sRenderAlongRay,.\Source\DxC\dxC_obscurance.cpp,842,,
file,007d8170,FUN_007d8170,.\Source\DxC\dxC_target.cpp,,,
file,00790574,FUN_00790574,.\Source\DxC\dxC_model.cpp,5453,,
file,007a3175,FUN_007a3175,.\Source\e_compatdb.cpp,2446,,
file,00784168,dxC_EffectSetViewport,.\Source\DxC\dxC_effect.cpp,,,
file,00781968,dx9_GetTechniqueRefFeaturesString,.\Source\DxC\dxC_effect.cpp,,,
file,00783569,sEffectGetDirLightColor,.\Source\DxC\dxC_effect.cpp,,,
file,00791d6a,FUN_00791d6a,.\Source\DxC\dxC_model.cpp,,,
file,007e2569,FUN_007e2569,.\Source\DxC\dxC_occlusion.cpp,,,
file,007be56c,sMakeTexture,.\Source\DxC\dxC_movie.cpp,,,
file,007e8165,FUN_007e8165,.\Source\e_initdb.cpp,469,,
file,007e7963,FUN_007e7963,.\Source\e_featurelines.cpp,,,
file,007c1961,FUN_007c1961,.\Source\DxC\dxC_environment.cpp,703,,
file,007b955b,FUN_007b955b,.\Source\e_curve.cpp,,,
file,007c955e,sRenderToLightingMap,.\Source\DxC\dxC_render.cpp,2008,,
file,00779155,FUN_00779155,.\Source\DxC\dxC_main.cpp,,,
file,007de15e,FUN_007de15e,.\Source\DxC\dxC_primitive.cpp,,,
file,0077fd54,FUN_0077fd54,.\Source\DxC\dxC_effect.cpp,,,
file,007e895a,FUN_007e895a,.\Source\e_initdb.cpp,,,
file,007a715e,e_ViewerSelectVisible,.\Source\DxC\dxC_viewer.cpp,,,
file,007b795e,FUN_007b795e,.\Source\DxC\dxC_particle.cpp,2204,,
file,007c9d5a,FUN_007c9d5a,.\Source\DxC\dxC_render.cpp,2200,,
file,007d1d55,dxC_SetIndices,.\Source\DxC\dxC_state.cpp,,,
file,007bf152,FUN_007bf152,.\Source\DxC\dxC_movie.cpp,705,,
file,00783951,dx9_EffectSetDirectionalLightingParams,.\Source\DxC\dxC_effect.cpp,,,
file,00779d5c,FUN_00779d5c,.\Source\DxC\dxC_main.cpp,959,,
file,007cb550,dx9_RenderModelShadow,.\Source\DxC\dxC_render.cpp,,,
file,00780154,sEffectCreate,.\Source\DxC\dxC_effect.cpp,1376,,
file,00782d56,FUN_00782d56,.\Source\DxC\dxC_effect.cpp,,,
file,007ebd51,FUN_007ebd51,.\Source\DxC\dxC_obscurance.cpp,,,
file,00791156,FUN_00791156,.\Source\DxC\dxC_model.cpp,,,
file,0079b149,sGetTextureInfoFromFileInMemory,.\Source\Dx9\dx9_texture.cpp,1137,,
file,0078cd48,e_GetModelRenderAABBCenterInWorld,.\Source\DxC\dxC_model.cpp,1163,,
file,007d4d49,FUN_007d4d49,.\Source\Dx9\dx9_debug.cpp,,,
file,007b194f,e_UITextureRender,.\Source\DxC\dxC_ui.cpp,,,
file,00428d76,FUN_00428d76,.\pakfile2.cpp,,,
file,007e0948,FUN_007e0948,.\Source\DxC\dxC_rchandlers.cpp,,,
file,007d6d4b,dx9_SetRenderTarget,.\Source\DxC\dxC_target.cpp,598,,
file,007a694c,e_ViewerUpdateCamera,.\Source\DxC\dxC_viewer.cpp,,,
file,007d2945,dxC_SetTexture,.\Source\DxC\dxC_state.cpp,,,
file,007eb547,FUN_007eb547,.\Source\DxC\dxC_dpvs.cpp,1995,,
file,00788d42,sSelectLightsPointAndSH,.\Source\DxC\dxC_light.cpp,,,
file,0077a14d,FUN_0077a14d,.\Source\DxC\dxC_main.cpp,,,
file,007c0540,FUN_007c0540,.\Source\e_visibilitymesh.cpp,,,
file,007be13b,FUN_007be13b,.\Source\DxC\dxC_screenshot.cpp,,,
file,00777135,e_AnimatedModelDefinitionReload,.\Source\Dx9\dx9_anim_model.cpp,,,
file,007bc138,FUN_007bc138,.\Source\e_featureline.cpp,724,,
file,0077f532,FUN_0077f532,.\Source\e_caps.cpp,41,,
file,007dc93b,dx9_SetDiffuse2SamplerStates,.\Source\DxC\dxC_state_defaults.cpp,,,
file,007c253b,FUN_007c253b,.\Source\DxC\dxC_environment.cpp,,,
file,007d2535,dxC_SetScissorRect,.\Source\DxC\dxC_state.cpp,,,
file,007c8134,dx9_RenderBoundingBox,.\Source\DxC\dxC_render.cpp,1385,,
file,007c4534,e_AutomapSetShowAll,.\Source\DxC\dxC_automap.cpp,1074,,
file,0078d932,FUN_0078d932,.\Source\DxC\dxC_model.cpp,,,
file,007a8936,e_CellCreateWithID,.\Source\e_region.cpp,,,
file,00792135,e_ModelInitScrollingMaterialPhases,.\Source\DxC\dxC_model.cpp,,,
file,007e4930,dx9_SetShadowMapParameters,.\Source\DxC\dxC_shadow.cpp,1266,,
file,0077b939,e_DeviceCreateMinimal,.\Source\DxC\dxC_device.cpp,,,
file,007bf534,FUN_007bf534,.\Source\DxC\dxC_movie.cpp,922,,
file,007a7529,FUN_007a7529,.\Source\DxC\dxC_viewer.cpp,,,
file,00794d2a,FUN_00794d2a,.\Source\DxC\dxC_wardrobe.cpp,,,
file,00427516,FUN_00427516,.\pakfile2.cpp,4047,,
file,007d2d28,FUN_007d2d28,.\Source\Dx9\dx9_debug.cpp,156,,
file,007c7d29,FUN_007c7d29,.\Source\DxC\dxC_render.cpp,1156,,
file,00785d20,FUN_00785d20,.\Source\Dx9\dx9_2d.cpp,,,
file,007da924,FUN_007da924,.\Source\Dx9\dx9_device.cpp,,,
file,0079f523,FUN_0079f523,.\Source\Dx9\dx9_texture.cpp,,,
file,007be51a,sFreeTextures,.\Source\DxC\dxC_movie.cpp,,,
file,007e2519,FUN_007e2519,.\Source\DxC\dxC_occlusion.cpp,,,
file,0078c91f,FUN_0078c91f,.\Source\DxC\dxC_model.cpp,,,
file,007d3d15,FUN_007d3d15,.\Source\Dx9\dx9_debug.cpp,,,
file,007ed112,sComputeMeshObscurance,.\Source\DxC\dxC_obscurance.cpp,,,
file,007e0d12,FUN_007e0d12,.\Source\DxC\dxC_rchandlers.cpp,,,
file,0077991a,FUN_0077991a,.\Source\DxC\dxC_main.cpp,,,
file,007e7110,FUN_007e7110,.\Source\e_optionstate2.cpp,,,
file,007eb911,sObscuranceRenderInit,.\Source\DxC\dxC_obscurance.cpp,265,,
file,007f350c,FUN_007f350c,.\Source\e_featureline_distance_cull.cpp,,,
file,007a6509,FUN_007a6509,.\Source\DxC\dxC_viewer.cpp,,,
file,0078650b,ApplyEffect,.\Source\Dx9\dx9_2d.cpp,760,,
file,0079c10c,dx9_TextureReload,.\Source\Dx9\dx9_texture.cpp,2015,,
file,0079450c,FUN_0079450c,.\Source\DxC\dxC_model.cpp,,,
file,00740d03,FUN_00740d03,.\source\c_sound_filesystem.cpp,181,,
file,007d5105,FUN_007d5105,.\Source\Dx9\dx9_debug.cpp,,,
file,00786902,FUN_00786902,.\Source\Dx9\dx9_2d.cpp,903,,
file,007e3d05,dxC_ShadowBufferSetupDirectional,.\Source\DxC\dxC_shadow.cpp,,,
file,007a7106,e_ViewerGetCameraRoom,.\Source\DxC\dxC_viewer.cpp,,,
file,0077bd0b,FUN_0077bd0b,.\Source\DxC\dxC_device.cpp,730,,
file,007e2100,dx9_BeginOcclusionQuery,.\Source\DxC\dxC_occlusion.cpp,272,,
file,007dc902,dx9_ResetSamplerStates,.\Source\DxC\dxC_state_defaults.cpp,,,
file,007e25fa,dxC_OcclusionQueryBegin,.\Source\DxC\dxC_occlusion.cpp,,,
file,007b95ff,GetCutmullRomSegmentLength,.\Source\e_curve.cpp,,,
file,007b41ff,FUN_007b41ff,.\Source\DxC\dxC_particle.cpp,,,
file,007a85fc,FUN_007a85fc,.\Source\e_region.cpp,,,
file,0079e1f5,e_CubeTextureNewFromFile,.\Source\Dx9\dx9_texture.cpp,4543,,
file,007d4df0,FUN_007d4df0,.\Source\Dx9\dx9_debug.cpp,,,
file,007bddf5,FUN_007bddf5,.\Source\DxC\dxC_screenshot.cpp,,,
file,0077f9f9,e_LoadAllShadersOfType,.\Source\DxC\dxC_effect.cpp,,,
file,0042b1d7,FUN_0042b1d7,.\sku.cpp,242,,
file,007cf1ea,e_DebugRenderAxes,.\Source\e_debug.cpp,220,,
file,007d21e7,FUN_007d21e7,.\Source\DxC\dxC_state.cpp,,,
file,0078b1e4,e_SettingsCommitActionFlags,.\Source\DxC\dxC_main.cpp|.\Source\DxC\dxC_settings.cpp,,,
file,0077bdd7,dxC_ClearBackBufferPrimaryZ,.\Source\DxC\dxC_device.cpp,,,
file,007c55d9,e_AutomapSave,.\Source\DxC\dxC_automap.cpp,1758,,
file,0077d9dd,FUN_0077d9dd,.\Source\e_budget.cpp,,,
file,0078b5d5,dxC_DrawIndexedPrimitive,.\Source\DxC\dxC_common.cpp,,,
file,007e45d1,FUN_007e45d1,.\Source\DxC\dxC_shadow.cpp,,,
file,007ca5d3,dxC_RenderBlobShadows,.\Source\DxC\dxC_render.cpp,2455,,
file,007c15d3,FUN_007c15d3,.\Source\DxC\dxC_environment.cpp,,,
file,0079e5d6,dxC_SaveTextureToFile,.\Source\Dx9\dx9_texture.cpp,4786,,
file,0041fdee,FUN_0041fdee,.\definition_priv.cpp,2214,,
file,0077e9c7,FUN_0077e9c7,.\Source\e_adclient.cpp,,,
file,004105f1,FUN_004105f1,.\asyncfile.cpp,1211,,
file,007bc5ca,FUN_007bc5ca,.\Source\e_featureline.cpp,,,
file,007809c9,dxC_EffectGetTechnique,.\Source\DxC\dxC_effect.cpp,1988,,
file,007c01ce,FUN_007c01ce,.\Source\e_visibilitypatch.cpp,,,
file,007b4dc8,e_ParticlesDrawMeshes,.\Source\DxC\dxC_particle.cpp,967,,
file,007a69c9,e_ViewerSetRenderType,.\Source\DxC\dxC_viewer.cpp,,,
file,007791c1,FUN_007791c1,.\Source\DxC\dxC_main.cpp,,,
file,007861c3,dx9_ScreenDrawCover,.\Source\Dx9\dx9_2d.cpp,624,,
file,007b41b9,FUN_007b41b9,.\Source\DxC\dxC_particle.cpp,,,
file,007d01be,FUN_007d01be,.\Source\e_gamma.cpp,,,
file,007a81b9,FUN_007a81b9,.\Source\e_region.cpp,,,
file,007d1db8,dxC_SetTextureConditional,.\Source\DxC\dxC_state.cpp,531,,
file,007bedbc,sUnlockTextures,.\Source\DxC\dxC_movie.cpp,,,
file,007ad5b3,e_PrimitiveAddRect,.\Source\e_primitive.cpp,144,,
file,007dd5b2,FUN_007dd5b2,.\Source\DxC\dxC_primitive.cpp,,,
file,007e25ae,dxC_OcclusionQueryCreate,.\Source\DxC\dxC_occlusion.cpp,,,
file,0079f1a9,e_TexturesCleanup,.\Source\Dx9\dx9_texture.cpp,,,
file,007e09ac,FUN_007e09ac,.\Source\DxC\dxC_rchandlers.cpp,,,
file,007a55a9,FUN_007a55a9,.\Source\DxC\dxC_material.cpp,,,
file,0042f991,FUN_0042f991,.\patchclient.cpp,1291,,
file,0078f5ae,FUN_0078f5ae,.\Source\DxC\dxC_model.cpp,,,
file,0079cda1,sConvertTextureCheap,.\Source\Dx9\dx9_texture.cpp,3458,,
file,007be9a0,sLockTextures,.\Source\DxC\dxC_movie.cpp,387,,
file,007bf1a6,sMovieRemove,.\Source\DxC\dxC_movie.cpp,,,
file,0052e58c,FUN_0052e58c,.\Source\e_optionstate.cpp|.\Source\e_featureline.cpp,,,
file,007c45a3,FUN_007c45a3,.\Source\DxC\dxC_automap.cpp,,,
file,00799199,e_WardrobeCombineDiffuseAndColorMask,.\Source\DxC\dxC_wardrobe.cpp,,,
file,0079b598,sTextureUpdateFromSource,.\Source\Dx9\dx9_texture.cpp,1477,,
file,007cc99e,dxC_ModelDrawPrepare,.\Source\DxC\dxC_render.cpp,,,
file,007af19c,sUIEngineBufferFree,.\Source\DxC\dxC_ui.cpp,,,
file,007b459c,FUN_007b459c,.\Source\DxC\dxC_particle.cpp,,,
file,0079a991,dxC_TextureSystemMemNewEmptyInPlace,.\Source\Dx9\dx9_texture.cpp,,,
file,007b7d92,FUN_007b7d92,.\Source\DxC\dxC_particle.cpp,,,
file,0078d591,e_ModelRemovePrivate,.\Source\DxC\dxC_model.cpp,,,
file,007c3997,e_AutomapGetItemPos,.\Source\DxC\dxC_automap.cpp,,,
file,007a7591,e_ViewerAddAllModels,.\Source\DxC\dxC_viewer.cpp,852,,
file,00779d9b,e_RenderUIOnly,.\Source\DxC\dxC_main.cpp,,,
file,0077999b,FUN_0077999b,.\Source\DxC\dxC_main.cpp,711,,
file,004305af,FUN_004305af,.\patchclient.cpp,1654,,
file,00782d96,dx9_EffectSetScrollingTextureParams,.\Source\DxC\dxC_effect.cpp,3979,,
file,007aed8a,e_UICopyToEngineBuffer,.\Source\DxC\dxC_ui.cpp,431,,
file,007e458f,FUN_007e458f,.\Source\DxC\dxC_shadow.cpp,,,
file,007cad8d,dx9_RenderModelBoundingBox,.\Source\DxC\dxC_render.cpp,,,
file,0078158a,dx9_EffectSetColor,.\Source\DxC\dxC_effect.cpp,,,
file,0079ad8d,dxC_Create2DTexture,.\Source\Dx9\dx9_texture.cpp,865,,
file,007c2d8a,FUN_007c2d8a,.\Source\DxC\dxC_automap.cpp,,,
file,00799d81,FUN_00799d81,.\Source\e_renderlist.cpp,,,
file,007d8d84,FUN_007d8d84,.\Source\DxC\dxC_hdrange.cpp,101,,
file,007e0d82,FUN_007e0d82,.\Source\DxC\dxC_rchandlers.cpp,291,,
file,007c2581,FUN_007c2581,.\Source\DxC\dxC_environment.cpp,,,
file,0078b187,e_SetFogEnabled,.\Source\DxC\dxC_settings.cpp,,,
file,0078167d,dx9_EffectSetTexture,.\Source\DxC\dxC_effect.cpp,,,
file,0077be71,FUN_0077be71,.\Source\DxC\dxC_device.cpp,,,
file,0079567e,sCopyLayerToCanvasCompressed,.\Source\DxC\dxC_wardrobe.cpp,,,
file,007cda75,dx9_RenderModel,.\Source\DxC\dxC_render.cpp,4522,,
file,007ae271,FUN_007ae271,.\Source\e_portal.cpp,,,
file,007e7273,FUN_007e7273,.\Source\e_optionstate2.cpp,113,,
file,00789276,dxC_SelectLightsSpecularOnly,.\Source\DxC\dxC_light.cpp,2129,,
file,007e626f,FUN_007e626f,.\Source\Dx9\dx9_caps.cpp,148,,
file,0079ba6b,dx9_TextureFileProcess,.\Source\Dx9\dx9_texture.cpp,1659,,
file,007c566f,FUN_007c566f,.\Source\DxC\dxC_automap.cpp,,,
file,007af26e,e_UITextureDrawBuffersFree,.\Source\DxC\dxC_ui.cpp,,,
file,00787a6c,FUN_00787a6c,.\Source\DxC\dxC_light.cpp,,,
file,007b426c,FUN_007b426c,.\Source\DxC\dxC_particle.cpp,,,
file,0079be61,FUN_0079be61,.\Source\Dx9\dx9_texture.cpp,,,
file,00780e61,dx9_EffectLoad,.\Source\DxC\dxC_effect.cpp,2226,,
file,00740e6e,FUN_00740e6e,.\source\c_sound_filesystem.cpp,269,,
file,00791e66,FUN_00791e66,.\Source\DxC\dxC_model.cpp,,,
file,0079f259,e_TextureGetBits,.\Source\Dx9\dx9_texture.cpp,,,
file,00799a5a,dx9_PlatformCapSetMinMax,.\Source\DxC\dxC_caps.cpp,,,
file,0078425b,dxC_EffectSetPixelAccurateOffset,.\Source\DxC\dxC_effect.cpp,,,
file,007eea59,dxC_CommandGetStats,.\Source\DxC\dxC_commandbuffer.cpp,,,
file,007e2656,dxC_OcclusionQueryEnd,.\Source\DxC\dxC_occlusion.cpp,,,
file,007aee54,sUIEngineBufferFreeVertexBuffers,.\Source\DxC\dxC_ui.cpp,,,
file,007d964d,RenderToTexture,.\Source\DxC\dxC_hdrange.cpp,,,
file,00778e47,FUN_00778e47,.\Source\DxC\dxC_main.cpp,,,
file,007f364e,FUN_007f364e,.\Source\e_featureline_particle_quality.cpp,,,
file,0078da4a,sCreateMeshBoundingBoxes,.\Source\DxC\dxC_model.cpp,,,
file,00785a4a,RestoreEffect,.\Source\Dx9\dx9_2d.cpp,,,
file,0079aa4d,dxC_Create2DSysMemTextureFromFileInMemory,.\Source\Dx9\dx9_texture.cpp,,,
file,0077b642,FUN_0077b642,.\Source\DxC\dxC_device.cpp,,,
file,007e7646,FUN_007e7646,.\Source\e_optionstate2.cpp,143,,
file,0077ce4d,FUN_0077ce4d,.\Source\DxC\dxC_device.cpp,,,
file,007a6e41,sViewerAddModelToMeshList,.\Source\DxC\dxC_viewer.cpp,630,,
file,0077da4b,FUN_0077da4b,.\Source\e_budget.cpp,,,
file,007d2240,FUN_007d2240,.\Source\DxC\dxC_state.cpp,,,
file,0077ba49,e_DeviceInit,.\Source\DxC\dxC_device.cpp,485,,
file,007f063c,FUN_007f063c,.\Source\DxC\dxC_viewer_render.cpp,950,,
file,0079ea3a,e_TexturesRemoveAll,.\Source\Dx9\dx9_texture.cpp,,,
file,00779e34,e_Render,.\Source\DxC\dxC_main.cpp,,,
file,00786a3c,e_ScreenFXRestore,.\Source\Dx9\dx9_2d.cpp,941,,
file,00417a05,FUN_00417a05,.\excel_common.cpp,6901,,
file,007c7239,sSetGeneralMeshParameters,.\Source\DxC\dxC_render.cpp,,,
file,007bf63e,FUN_007bf63e,.\Source\DxC\dxC_movie.cpp,981,,
file,007a623f,VectorProject,.\Source\DxC\dxC_matrix.cpp,,,
file,007e9e38,FUN_007e9e38,.\Source\DxC\dxC_dpvs.cpp,507,,
file,00795a3e,e_WardrobeAddTextureToCanvas,.\Source\DxC\dxC_wardrobe.cpp,788,,
file,007a7630,dxC_ViewerRender,.\Source\DxC\dxC_viewer.cpp,,,
file,00787633,e_OptionState_LoadFromFile,.\Source\e_optionstate.cpp,,,
file,007ebe33,sObscuranceRenderDone,.\Source\DxC\dxC_obscurance.cpp,,,
file,0041020f,FUN_0041020f,.\asyncfile.cpp,,,
file,0079f629,dxC_CopyGPUTextureToGPUTexture,.\Source\Dx9\dx9_texture.cpp,6810,,
file,007e222f,dx9_EndOcclusionQuery,.\Source\DxC\dxC_occlusion.cpp,333,,
file,007c8629,FUN_007c8629,.\Source\DxC\dxC_render.cpp,,,
file,007da22b,FUN_007da22b,.\Source\DxC\dxC_query.cpp,,,
file,007c462a,FUN_007c462a,.\Source\DxC\dxC_automap.cpp,,,
file,0086fed0,FUN_0086fed0,.\collide\mopp\machine\hkMoppObbVirtualMachine.cpp,371,,
file,007f2e27,FUN_007f2e27,.\Source\e_featureline_shadow.cpp,,,
file,007a8a23,e_CellCreatePhysicalPortalPair,.\Source\e_region.cpp,,,
file,00795e23,sUpdateCanvasD3DTexture,.\Source\DxC\dxC_wardrobe.cpp,,,
file,00786224,FUN_00786224,.\Source\Dx9\dx9_2d.cpp,643,,
file,007bf226,sMovieRemove,.\Source\DxC\dxC_movie.cpp,,,
file,0078ca19,FUN_0078ca19,.\Source\DxC\dxC_model.cpp,942,,
