kind,address,name,file,line,votes,detail
callee-kept,007af47a,e_UITextureAddFrame (e_UITextureAddFrame),,,2/2,"from 0048256f: e_UITextureAddFrame(frame; texture->m_nTextureId; UI_RECT(fX1; fY1; fX2; fY2) )"
callee-kept,007bc879,e_FeatureLine_EnumerateStopNames (e_FeatureLine_EnumerateStopNames),,,2/2,"from 007bba1d: e_FeatureLine_EnumerateStopNames(nLineName; nMinStopIndex; nMinStopNameOut)"
callee-kept,007da479,dxC_GPUTimerGetCounts (dxC_GPUTimerGetCounts),,,1/1,"from 007d5105: dxC_GPUTimerGetCounts( &dwGPUAvgMs; &dwGPUMaxMs; dwGPUStaleFrames )"
callee-kept,0079247c,e_ModelDefinitionRestore (e_ModelDefinitionRestore),,,2/2,"from 00796b93: e_ModelDefinitionRestore ( nModelDefinitionId; nLOD )"
callee-kept,0079447c,dxC_OccluderDefinitionXfer (dxC_OccluderDefinitionXfer),,,1/1,"from 0079450c: dxC_OccluderDefinitionXfer( tXfer; *tSharedModelDef.pOccluderDef )"
callee-kept,007b187e,e_UIGetNewLocalBuffer (e_UIGetNewLocalBuffer),,,2/2,"from 004fedf0: e_UIGetNewLocalBuffer( texture->m_nLocalBuffer )"
callee-kept,0042a447,UITextureLoadDefinition (UITextureLoadDefinition),,,1/1,"from 004843a8: UITextureLoadDefinition(%s)"
callee-kept,0078247f,dx9_GetEffectAndTechnique (dx9_GetEffectAndTechnique),,,1/1,"from 007c7b5a: dx9_GetEffectAndTechnique( pMaterial; pModel; pModelDef; pMesh; nMesh; dwMeshFlagsDoDraw; nPointLights; tLights.ModelSpec.nLights; fDistanceToEyeSquared; pEffectDef; ppEffect; pptTechnique; fTransitionStr; nShaderType; pEnvDef; &dwFinalFlags; nLOD )"
callee-kept,0079b07e,sReleaseTextureResource (sReleaseTextureResource),,,3/3,"from 0079c10c: sReleaseTextureResource( pTexture )"
callee-kept,007ad473,e_PrimitiveAddTri (e_PrimitiveAddTri),,,18/18,"from 007de15e: e_PrimitiveAddTri( tInfo.dwFlags; &tVerts[ 4 ]; &tVerts[ 5 ]; &tVerts[ 7 ]; tInfo.dwColor )"
callee-kept,007c4875,MarkVisibleInRange (MarkVisibleInRange),,,2/2,"from 007c462a: MarkVisibleInRange( vCenter; fDiag )"
callee-kept,00785071,dx9_SHCoefsScale (dx9_SHCoefsScale),,,6/6,"from 00784ac3: dx9_SHCoefsScale( &tSplitCoefs; &ptPointCoefs[ ptMeshLights->nRealLights ]; ptMeshLights->fSplitSHStr )"
callee-kept,0040804b,sModelInitScrollingMaterialPhases (sModelInitScrollingMaterialPhases),,,1/1,"from 00792135: sModelInitScrollingMaterialPhases(pModel; nModelDefId; i; bReset)"
callee-kept,007e2072,dx9_ReleaseOcclusionQuery (dx9_ReleaseOcclusionQuery),,,5/5,"from 0078d591: dx9_ReleaseOcclusionQuery( &pModel->tOcclusion; pModel->nId )"
callee-kept,00779467,sRenderTextureSprite (sRenderTextureSprite),,,2/2,"from 00779890: sRenderTextureSprite( nMode; lpTexture; tDesc )"
callee-kept,007d8069,dxC_GetRenderTargetDimensions (dxC_GetRenderTargetDimensions),,,11/11,"from 00779467: dxC_GetRenderTargetDimensions( nWidth; nHeight )"
callee-kept,007ae86f,dx9_SetPixelShader (dx9_SetPixelShader),,,4/4,"from 007b2032: dx9_SetPixelShader( 0 )"
callee-kept,0079046c,dxC_ModelUpdateByDefinition (dxC_ModelUpdateByDefinition),,,1/1,"from 007904d3: dxC_ModelUpdateByDefinition( pModelDef->tHeader.nId )"
callee-kept,00778460,e_SetRenderFlag (e_SetRenderFlag),,,1/1,"from 00778460: e_SetRenderFlag( RENDER_FLAG_NEUTRAL_LIGHTMAP; nValue )"
callee-kept,00783c62,dx9_EffectSetSpotlightParams (dx9_EffectSetSpotlightParams),,,1/1,"from 007c64f6: dx9_EffectSetSpotlightParams( pEffect; tTechnique; pEffectDef; pmWorldToObject; pModel; pLight )"
callee-kept,007c1466,e_SkyboxModelRestore (e_SkyboxModelRestore),,,4/4,"from 007c169b: e_SkyboxModelRestore( pSkyboxDef; &pSkyboxDef->pModels[ i ]; szFolder; 0 )"
callee-kept,00793463,dxC_ModelDefinitionWriteVerticesBuffers (dxC_ModelDefinitionWriteVerticesBuffers),,,1/1,"from 00775b33: dxC_ModelDefinitionWriteVerticesBuffers( tXfer; tSerializedFileSections; tModelDefinition )"
callee-kept,007e4863,dx9_SetParticleLightingMapParameters (dx9_SetParticleLightingMapParameters),,,1/1,"from 007c7239: dx9_SetParticleLightingMapParameters(pEffect; tTechnique; reinterpret_cast<const MATRIX *>(pmatWorldCurrent))"
callee-kept,007a6c64,sViewerUpdateModelAndCull (sViewerUpdateModelAndCull),,,1/1,"from 007a6e41: sViewerUpdateModelAndCull( tVisMesh )"
callee-kept,007b9464,GetSlideshowKnotPos (GetSlideshowKnotPos),,,1/1,"from 007b955b: GetSlideshowKnotPos( T; fPrevKnotLength; fTimeDelta; &nCurrentKnot; &nCurrentSegment )"
conflict,007b1864,FUN_007b1864,,,4,{e_UITextureDrawClearLocalBufferCounts=2; e_UIPrimitiveDrawClearLocalBufferCounts=2}
callee-kept,004ac855,sFindNextRoomAndPath (sFindNextRoomAndPath),,,3/3,"from 004ac9e5: sFindNextRoomAndPath( pGame; pPathState; tOutput; pLevel; pCurRoom; vLastKnot; vDestLoc; vPathNodeOffset; nCurrentRoom; nEndRoom; sgnRoomsInPath; cfMaxDistBetweenKnots )"
callee-kept,0078b05a,e_BeginFade (e_BeginFade),,,4/4,"from 004755cd: e_BeginFade( FADE_OUT; dwFadeoutMS; 0x00000000; pfnFadeCallback )"
callee-kept,007ccc5f,dxC_ModelDrawPrepareZPass (dxC_ModelDrawPrepareZPass),,,1/1,"from 007f063c: dxC_ModelDrawPrepareZPass( tContext; *pModelDraw )"
callee-kept,007acc5e,dxC_MeshMakeBoundingBox (dxC_MeshMakeBoundingBox),,,1/1,"from 007ab301: dxC_MeshMakeBoundingBox( &tMeshDef; pVertexBufferDef; tMeshDef.wTriangleCount * 3; (INDEX_BUFFER_TYPE*)tMeshDef.tIndexBufferDef.pLocalData )"
callee-kept,0078b45c,dxC_DrawQuad (dxC_DrawQuad),,,1/1,"from 0078b402: dxC_DrawQuad( QuadType; pEffect; tTechnique )"
callee-kept,0078105c,dx9_EffectNew (dx9_EffectNew),,,20/20,"from 0078105c: dx9_EffectNew( &pLODEffectDef->nD3DEffectId; pLODEffectDef->pszFXFileName; pLODEffectDef->eFolder; pEffectDef->nLODEffectDef; nTechniqueGroup; bForceSync )"
callee-kept,007ed858,sGetBoundingPlaneEdgeOverride (sGetBoundingPlaneEdgeOverride),,,1/1,"from 007eda81: sGetBoundingPlaneEdgeOverride( fAO; pbPos; nPosStride; tPlanes; nPlanes; nVert )"
callee-kept,0077bc5e,dxC_DeviceCreate (dxC_DeviceCreate),,,1/1,"from 0077ba49: dxC_DeviceCreate( hWnd )"
callee-kept,0079e855,e_CubeTextureRemove (e_CubeTextureRemove),,,2/2,"from 0079ea3a: e_CubeTextureRemove( pCubeTexture->nId )"
callee-kept,0078dc57,sUpdateModelBBoxFromDefinition (sUpdateModelBBoxFromDefinition),,,3/3,"from 0078de00: sUpdateModelBBoxFromDefinition( pModel; pModelDefinition )"
callee-kept,007e504c,dxC_CreateVertexBuffer (dxC_CreateVertexBuffer),,,15/15,"from 00785775: dxC_CreateVertexBuffer( 0; gtScreenCoverVertexBufferDef )"
callee-kept,007b0449,e_UITextureFontAddCharactersToTexture (e_UITextureFontAddCharactersToTexture),,,4/4,"from 004fda69: e_UITextureFontAddCharactersToTexture(font; pTextElement->m_pText; nFontSize)"
callee-kept,0079d44d,sValidateTextureLoad (sValidateTextureLoad),,,1/1,"from 0079d57b: sValidateTextureLoad( pTexture; 0 )"
callee-kept,007e2849,dxC_ShadowBufferNew (dxC_ShadowBufferNew),,,7/7,"from 007e2be5: dxC_ShadowBufferNew( SHADOWMAP_HIGH; fakeColorTarget; (DWORD)(1 << (3)) | (DWORD)(1 << (4)) | (DWORD)(1 << (5)) )"
callee-kept,0078344f,dxC_EffectGetScaledMeshLights (dxC_EffectGetScaledMeshLights),,,1/1,"from 007c64f6: dxC_EffectGetScaledMeshLights( pEffect; pEffectDef; tTechnique; tLights; tMeshLights )"
callee-kept,00781443,dx9_EffectSetMatrix (dx9_EffectSetMatrix),,,27/27,"from 007b4dc8: dx9_EffectSetMatrix ( pEffect; *pTechnique; EFFECT_PARAM_VIEWPROJECTIONMATRIX; e_ParticleSystemUsesProj2( tDrawInfo.pParticleSystemCurr ) ? &tDrawInfo.matViewProjection2 : &tDrawInfo.matViewProjection )"
callee-kept,007a7047,sViewerUpdateDPVSCamera (sViewerUpdateDPVSCamera),,,1/1,"from 007a715e: sViewerUpdateDPVSCamera( pViewer )"
callee-kept,007eb03e,e_DPVS_ModelSetEnabled (e_DPVS_ModelSetEnabled),,,2/2,"from 0078e17e: e_DPVS_ModelSetEnabled( pModel->nId; ! (((pModel->dwFlagBits)[(MODEL_FLAGBIT_NODRAW) / (sizeof(*(pModel->dwFlagBits)) * 8)] & (1 << ((MODEL_FLAGBIT_NODRAW) & ((sizeof(*(pModel->dwFlagBits)) * 8) - 1)))) != 0) )"
callee-kept,004ac009,sFindWorkingPathNodeList (sFindWorkingPathNodeList),,,2/2,"from 004ac56f: sFindWorkingPathNodeList( pPathNode; pNodeRoom )"
callee-kept,0078f43d,dxC_ModelLazyUpdate (dxC_ModelLazyUpdate),,,3/3,"from 0078ca19: dxC_ModelLazyUpdate( pModel )"
callee-kept,0078043d,sFillTechniqueArray (sFillTechniqueArray),,,1/1,"from 00780b42: sFillTechniqueArray( pEffect; tEffectDesc; pEffectDef )"
callee-kept,0079003f,dx9_MeshApplyMaterial (dx9_MeshApplyMaterial),,,5/5,"from 007a6b95: dx9_MeshApplyMaterial( tVisMesh.pMesh; tVisMesh.pModelDef; tVisMesh.pModel; tVisMesh.nLOD; tVisMesh.nMesh )"
callee-kept,007afc3c,e_UIRestoreTextureFile (e_UIRestoreTextureFile),,,2/2,"from 00482f7d: e_UIRestoreTextureFile(pUITexture->m_nTextureId)"
callee-kept,007b1833,e_UITrashEngineBuffer (e_UITrashEngineBuffer),,,2/2,"from 004fed1b: e_UITrashEngineBuffer(texture->m_nEngineBuffer)"
callee-kept,007ea837,sGetNearestCornerMappings (sGetNearestCornerMappings),,,1/1,"from 007eaaf6: sGetNearestCornerMappings( vBorder[0]; vBorder[1]; 4; nMapping )"
callee-kept,007c4431,e_AutomapPvPRenderDisplay (e_AutomapPvPRenderDisplay),,,1/1,"from 007b246f: e_AutomapPvPRenderDisplay( pRegion->nAutomapID; tRect; dwColor; fZFinal; fScale )"
callee-kept,0079e437,e_TextureSaveRect (e_TextureSaveRect),,,1/1,"from 00473f13: e_TextureSaveRect( pTexture->m_nTextureId; oszIconFile; &tRect; TEXTURE_SAVE_PNG; 0 )"
callee-kept,0079a82f,dxC_UnmapSystemMemTexture (dxC_UnmapSystemMemTexture),,,10/11,"from 00795a3e: dxC_UnmapSystemMemTexture( pCanvas->ptSysmemTexture; nCopyFromLevel )"
callee-kept,0078cc2f,sUpdateBoundingBoxPosition (sUpdateBoundingBoxPosition),,,2/2,"from 0078ceb4: sUpdateBoundingBoxPosition( pModel; &tBBox; &vRagPos )"
callee-kept,007d2c25,dxC_SetVertexDeclaration (dxC_SetVertexDeclaration),,,5/5,"from 00780b42: dxC_SetVertexDeclaration( pEffectDef->eVertexFormat; pEffect )"
callee-kept,007cc025,sRenderModel (sRenderModel),,,2/2,"from 007cda75: sRenderModel( pState; nModelID; MATERIAL_OVERRIDE_NORMAL )"
callee-kept,00781821,dx9_EffectSetValue (dx9_EffectSetValue),,,1/1,"from 00782d96: dx9_EffectSetValue( pEffect; tTechnique; EFFECT_PARAM_SCROLL_TEXTURES; (float*)pfScrollData; 4 * sizeof(float) * cnNumScrollChannels )"
callee-kept,0079ec22,sFillTexture (sFillTexture),,,1/1,"from 0079ece5: sFillTexture( gnUtilityTextures[ i ].nTextureID; gnUtilityTextures[ i ].dwColor )"
callee-kept,00781c24,dxC_SetTechnique (dxC_SetTechnique),,,26/26,"from 0078650b: dxC_SetTechnique( pEffect; ptTechnique; &nPassCount )"
callee-kept,00778829,e_GetWorldViewProjMatrix (e_GetWorldViewProjMatrix),,,6/6,"from 0047c910: e_GetWorldViewProjMatrix( &mProjMatrix )"
callee-kept,0045a424,wc_weapon (wc_weapon),,,1/1,"from 0045e002: wc_weapon(s)"
callee-kept,0079ac1a,dxC_Create2DTextureFromFileInMemoryEx (dxC_Create2DTextureFromFileInMemoryEx),,,2/2,"from 0079cda1: dxC_Create2DTextureFromFileInMemoryEx( pSourceData; nSourceSize; nWidth; nHeight; nMipLevels; tUsagePool; nD3DFormat; (D3DCX_FILTER)((2 << 0) ); (D3DCX_FILTER)((2 << 0) ); &tImageInfo; &pTexture->pD3DTexture )"
callee-kept,007ce418,dx9_RenderModelBehind (dx9_RenderModelBehind),,,1/1,"from 007b3b50: dx9_RenderModelBehind( nDrawList; pCommand->nID )"
callee-kept,007aec1f,sUICopyVertexBuffer (sUICopyVertexBuffer),,,1/1,"from 007aed8a: sUICopyVertexBuffer( pLocalBuffer; pEngineBuffer; bForce )"
callee-kept,0078501d,dx9_SHCoefsAdd (dx9_SHCoefsAdd),,,4/4,"from 00784ac3: dx9_SHCoefsAdd( &tCoefs; &tCoefs; &ptPointCoefs[ i ] )"
callee-kept,00419024,duration (duration),,,1/1,"from 0044c0a8: duration(min;max)"
callee-kept,0078a41e,e_DetectDefaultFullscreenResolution (e_DetectDefaultFullscreenResolution),,,1/1,"from 007e7273: e_DetectDefaultFullscreenResolution( tMode; pState )"
callee-kept,007da81b,dx9_SetMaterial (dx9_SetMaterial),,,1/1,"from 007db373: dx9_SetMaterial( &gStubMtrl )"
callee-kept,007c281b,dx9_SHCoefsAddEnvMap (dx9_SHCoefsAddEnvMap),,,2/2,"from 007c2581: dx9_SHCoefsAddEnvMap( ptSHCoefs; nEnvMapTextureID; bForceLinear )"
conflict,00418c2d,FUN_00418c2d,,,5,{levelAreaSection1SpawnClasses=1; levelAreaSection5SpawnClasses=1; levelAreaSection2SpawnClasses=1; levelAreaSection3SpawnClasses=1; levelAreaSection4SpawnClasses=1}
callee-kept,007d2810,sSetTexture (sSetTexture),,,3/3,"from 007d2945: sSetTexture( pDefTex; pEffect; hParam; nStage; bAllowDbgMipOverride )"
callee-kept,00778807,e_GetWorldViewProjMatricies (e_GetWorldViewProjMatricies),,,2/2,"from 007df724: e_GetWorldViewProjMatricies( (MATRIX*)&matWorld; (MATRIX*)&matView; (MATRIX*)&matProj )"
callee-kept,007a6803,e_ViewerRemove (e_ViewerRemove),,,1/1,"from 0077c832: e_ViewerRemove( gnMainViewerID )"
callee-kept,0078b402,dxC_DrawFullscreenQuad (dxC_DrawFullscreenQuad),,,3/3,"from 007c9d5a: dxC_DrawFullscreenQuad( FULLSCREEN_QUAD_UV; pEffect; *pTech )"
callee-kept,00781003,dx9_EffectNew (dx9_EffectNew),,,3/3,"from 0077f892: dx9_EffectNew( &nEffectID; nEffectFileLine )"
callee-kept,0041c0c5,OverridePathRemoveCode (OverridePathRemoveCode),,,1/1,"from 007ab301: OverridePathRemoveCode( pAdObjectDef->szName; 64; pMaterial->Name )"
callee-kept,007aecf2,sUIDrawGetEngineBuffer (sUIDrawGetEngineBuffer),,,1/1,"from 007aed8a: sUIDrawGetEngineBuffer( nLocalBufferID; nEngineBufferID; bDynamic )"
callee-kept,007730ff,SettingsExchange_SaveToFile (SettingsExchange_SaveToFile),,,2/2,"from 0052e58c: SettingsExchange_SaveToFile(pFileName; pName; &e_OptionState_Exchange; const_cast<OptionState *>(pState))"
callee-kept,007c44f5,e_AutomapGetItemPos (e_AutomapGetItemPos),,,1/1,"from 005a7373: e_AutomapGetItemPos( nEngineAutomap; vItemPos; vec; tRect; bUsePvPMap)"
callee-kept,007c64f6,sSetLightingEffectParameters (sSetLightingEffectParameters),,,2/2,"from 007cc025: sSetLightingEffectParameters( pModel; pState; pEffect; pEffectDef; *ptTechnique; fEffectTransitionStr; pEnvDef; tLights )"
callee-kept,007d1cf0,dxC_SetIndices (dxC_SetIndices),,,2/2,"from 007b52a1: dxC_SetIndices( (*pIB).pD3DIndices; D3DFMT_INDEX16 )"
callee-kept,007ee0f1,sObscuranceComputeForModelDefinition (sObscuranceComputeForModelDefinition),,,1/1,"from 007ee37a: sObscuranceComputeForModelDefinition( ppMeshes; pModelDef; bCleanup )"
callee-kept,007c68ec,sSetMaterialParameters (sSetMaterialParameters),,,2/2,"from 007cc025: sSetMaterialParameters( pModel; pModelDefinition; nLOD; pMesh; nMesh; pEffect; pEffectDef; *ptTechnique; pMaterial; pEnvDef; fEffectTransitionStr; bForceCurrentEnv )"
callee-kept,007edce8,sComputeCRCs (sComputeCRCs),,,1/1,"from 007ee0f1: sComputeCRCs( tData; tContext )"
callee-kept,0079acee,dxC_UpdateTexture (dxC_UpdateTexture),,,1/1,"from 007d2d28: dxC_UpdateTexture( pTexture->pD3DTexture; 0; pColorData[ nLevel ]; &rColor; nLevel; D3DFMT_A8R8G8B8; sizeof(UINT) * ( 2 << ( 11 - 1 ) ) )"
callee-kept,007c18e0,sSkyboxGetCurrent (sSkyboxGetCurrent),,,1/1,"from 007c1961: sSkyboxGetCurrent( pSkyboxDef )"
callee-kept,007ae8e6,dx9_SetVertexShader (dx9_SetVertexShader),,,4/4,"from 007b2032: dx9_SetVertexShader( 0 )"
callee-kept,0078b4d8,dxC_DrawPrimitive (dxC_DrawPrimitive),,,15/15,"from 007861c3: dxC_DrawPrimitive( D3DPT_TRIANGLELIST; 0; ( 6 / 3 ); pEffect; METRICS_GROUP_EFFECTS )"
callee-kept,004cd4ec,c_sWardrobeRemoveFromUpdateList (c_sWardrobeRemoveFromUpdateList),,,3/3,"from 004cee7f: c_sWardrobeRemoveFromUpdateList( pGame; pWardrobe )"
callee-kept,007ef0df,sVRCommon_SetupFrame (sVRCommon_SetupFrame),,,2/2,"from 007ef38b: sVRCommon_SetupFrame( pViewer; tContexts[0] )"
callee-kept,00778cd6,dx9_SetTextureStageState (dx9_SetTextureStageState),,,48/48,"from 007b2032: dx9_SetTextureStageState(0; D3DTSS_COLORARG1; 0x00000002)"
callee-kept,0078fcda,dx9_MeshRestore (dx9_MeshRestore),,,4/4,"from 0077c686: dx9_MeshRestore ( pMesh )"
callee-kept,007884db,e_LightSelectAndSortPointList (e_LightSelectAndSortPointList),,,2/2,"from 00788d42: e_LightSelectAndSortPointList( tBS; tLights.pnLights; tLights.nLights; tLights.pnLights; tLights.nLights; 256; 0; 0 )"
callee-kept,0079e0dd,dx9_CubeTextureNewEmpty (dx9_CubeTextureNewEmpty),,,2/2,"from 007c25c7: dx9_CubeTextureNewEmpty( &nTempTex; pCubeTex->nSize; nMipLevels; (DXC_FORMAT)pCubeTex->nFormat; pCubeTex->nGroup; pCubeTex->nType; D3DC_USAGE_CUBETEX_DYNAMIC )"
callee-kept,007814d4,dx9_EffectSetVector (dx9_EffectSetVector),,,30/31,"from 00782f83: dx9_EffectSetVector( pEffect; tTechnique; EFFECT_PARAM_SH_CAR; &vCoefficients[0] )"
callee-kept,007a54d5,sCreateSpecularLookupTexture (sCreateSpecularLookupTexture),,,1/1,"from 007a575e: sCreateSpecularLookupTexture( pMaterial; nShaderType )"
callee-kept,007d00d2,e_SetGamma (e_SetGamma),,,1/1,"from 00521f69: e_SetGamma( s_pWorkingState->get_fGammaPower() )"
callee-kept,007ed8ce,sFinalizeVertexBuffers (sFinalizeVertexBuffers),,,1/1,"from 007ee0b5: sFinalizeVertexBuffers( pData; tContext )"
callee-kept,007a88ca,e_CellCreate (e_CellCreate),,,1/1,"from 007a86f7: e_CellCreate( pRegion->nCullCell; nRegionID )"
callee-kept,0079a8c8,sSystemMemoryTextureCreate (sSystemMemoryTextureCreate),,,2/2,"from 0079a991: sSystemMemoryTextureCreate( pTexture->nWidthInPixels; pTexture->nHeight; nMipMapLevels; (DXC_FORMAT)pTexture->nFormat; pTexture->ptSysmemTexture; nSizeInMemory; pPool )"
callee-kept,007bf0c9,sFreeVB (sFreeVB),,,2/2,"from 007bf1a6: sFreeVB( &(i->second) )"
callee-kept,007850ca,dx9_SHCoefsAddDirectionalLight (dx9_SHCoefsAddDirectionalLight),,,1/1,"from 00784ac3: dx9_SHCoefsAddDirectionalLight( &tCoefs; vColor; *(VECTOR3*)&vLightDir )"
callee-kept,0079e8c7,e_TextureRestore (e_TextureRestore),,,1/1,"from 007afc3c: e_TextureRestore( nTextureID )"
callee-kept,004ac48a,sFilterKnotList (sFilterKnotList),,,3/3,"from 004ac9e5: sFilterKnotList( pKnots; 2.5f; -0.7f )"
callee-kept,007c44bf,e_AutomapSetDisplay (e_AutomapSetDisplay),,,3/3,"from 005bc008: e_AutomapSetDisplay( 0; &mTransformationMatrix; &automap->m_fScale; fMapViewRange)"
callee-kept,007ec4bb,sRenderBoundingBox (sRenderBoundingBox),,,1/1,"from 007ec975: sRenderBoundingBox( &tContext.pModelDef->tRenderBoundingBox; &mView; &mProj )"
callee-kept,007f2cb9,GetStopIndex (GetStopIndex),,,2/2,"from 007f2ce2: GetStopIndex( tMapping[ nChoice ].dwName; nIndex )"
callee-kept,007788b1,e_GetViewFocusPosition (e_GetViewFocusPosition),,,2/2,"from 007d4df0: e_GetViewFocusPosition( &vOrigin )"
callee-kept,0078f0bf,sRemoveMaterialOverride (sRemoveMaterialOverride),,,1/1,"from 0078f362: sRemoveMaterialOverride( pModel; MATERIAL_OVERRIDE_CLONE; nMaterialOverride )"
callee-kept,007b14b3,e_UIWriteElementRect (e_UIWriteElementRect),,,1/1,"from 004fe47c: e_UIWriteElementRect( texture->m_nLocalBuffer; tRect; element->m_fZDelta; dwColor )"
callee-kept,007ee0b5,sObscuranceLoadFromData (sObscuranceLoadFromData),,,2/2,"from 007ee0f1: sObscuranceLoadFromData( &tData; tContext )"
callee-kept,007e3cb5,e_ShadowBufferGetLightDirInWorldView (e_ShadowBufferGetLightDirInWorldView),,,1/1,"from 007e4930: e_ShadowBufferGetLightDirInWorldView( nShadow; pmView; &vLightDir )"
callee-kept,007920b2,sModelDefinitionRelease (sModelDefinitionRelease),,,1/1,"from 00791e66: sModelDefinitionRelease( pModelDefinition )"
callee-kept,007bc0b6,GetSelectedChoice (GetSelectedChoice),,,1/1,"from 007bc138: GetSelectedChoice(nLineName; nChoiceIndex)"
callee-kept,007d6cb3,dx9_SetDepthTarget (dx9_SetDepthTarget),,,1/1,"from 007d6ef6: dx9_SetDepthTarget( nDepthTarget )"
callee-kept,007bc8b5,e_FeatureLine_GetSelectedStopInternalName (e_FeatureLine_GetSelectedStopInternalName),,,7/7,"from 004aea08: e_FeatureLine_GetSelectedStopInternalName( ((DWORD)(BYTE)("SHDR"[0]) | ((DWORD)(BYTE)("SHDR"[1]) << 8) | ((DWORD)(BYTE)("SHDR"[2]) << 16) | ((DWORD)(BYTE)("SHDR"[3]) << 24 )); pCurrentFeatureMap; szStopName; 16 )"
callee-kept,007d2cad,sGetObscuranceDest (sGetObscuranceDest),,,1/1,"from 007ed8ce: sGetObscuranceDest( pdwDest; pbNorms; nNormStride; pVBDef->eVertexType; nVert )"
callee-kept,007d38ad,dx9_DumpQuery (dx9_DumpQuery),,,9/9,"from 007e1f5e: dx9_DumpQuery( "Set"; nDebugModelID; bOccluded; 0 )"
callee-kept,0079b0a8,sGetTextureInfoFromDesc (sGetTextureInfoFromDesc),,,5/5,"from 0079b598: sGetTextureInfoFromDesc( pTexture; &tImageInfo )"
callee-kept,007890ab,dxC_AssembleLightsSH (dxC_AssembleLightsSH),,,2/2,"from 00789b9b: dxC_AssembleLightsSH( tBS; pModel->fScale; tLights )"
callee-kept,0079b4ac,sApplyDefinitionOverride (sApplyDefinitionOverride),,,1/1,"from 0079ba6b: sApplyDefinitionOverride( *pDefinition; pCallbackData->tDefOverride; tImageInfo )"
callee-kept,007e44a2,dxC_ShadowBufferSetupDirectional (dxC_ShadowBufferSetupDirectional),,,1/1,"from 007e458f: dxC_ShadowBufferSetupDirectional(pShadow)"
callee-kept,007cd4a0,dxC_RenderMesh (dxC_RenderMesh),,,1/1,"from 007e072b: dxC_RenderMesh( *(i->pMeshDraw) )"
conflict,0077d0ab,FUN_0077d0ab,,,6,{dxC_EffectBeginPass=1; dxC_SetTexture=1; dxC_DrawFullscreenQuad=1; dx9_EffectSetDebugVertexShader=1; dx9_SetStaticBranchParamsFromFlags=1; dxC_SetTechnique=1}
callee-kept,007ae0a6,e_PortalSetShape (e_PortalSetShape),,,1/1,"from 0046fe73: e_PortalSetShape( pEnginePortal; vCorners; 4; &pPortalUnit->vFaceDirection )"
callee-kept,0078d0a5,e_ModelSetDefinition (e_ModelSetDefinition),,,8/8,"from 00492188: e_ModelSetDefinition( nModelId; nModelDefId; LOD_ANY )"
callee-kept,00784099,dxC_EffectSetScreenSize (dxC_EffectSetScreenSize),,,7/7,"from 00786224: dxC_EffectSetScreenSize( pEffect; tTechnique; nRT )"
callee-kept,007d3095,dx9_DumpDrawListCommand (dx9_DumpDrawListCommand),,,1/1,"from 007b3b50: dx9_DumpDrawListCommand( nDrawList; pCommand )"
callee-kept,0079f491,dxC_TextureDidSet (dxC_TextureDidSet),,,2/2,"from 007b194f: dxC_TextureDidSet( d3dtex )"
callee-kept,007bc092,GetSelectedStopName (GetSelectedStopName),,,1/1,"from 007bc0b6: GetSelectedStopName(nLineName; nSelectedStop)"
callee-kept,007dc494,dxC_SetSamplerDefaults (dxC_SetSamplerDefaults),,,10/10,"from 0077a311: dxC_SetSamplerDefaults( 0 )"
callee-kept,0078fc93,e_ModelDefinitionUpdateMeshTechniqueMasks (e_ModelDefinitionUpdateMeshTechniqueMasks),,,1/1,"from 004d1097: e_ModelDefinitionUpdateMeshTechniqueMasks( tCostume.nModelDefinitionId; tCostume.nLOD )"
callee-kept,00778899,e_GetViewPosition (e_GetViewPosition),,,1/1,"from 007d4df0: e_GetViewPosition( &vPos )"
callee-kept,0079ac88,dxC_CreateCubeTextureFromFileInMemoryEx (dxC_CreateCubeTextureFromFileInMemoryEx),,,2/2,"from 0079be61: dxC_CreateCubeTextureFromFileInMemoryEx( spec->buffer; data.m_IOSize; 0; 0; D3DC_USAGE_CUBETEX_DYNAMIC; D3DFMT_DXT1; (3 << 0); (3 << 0); &tImageInfo; &pTexture->pD3DTexture )"
callee-kept,007da88f,dx9_SetNPatchMode (dx9_SetNPatchMode),,,1/1,"from 007db373: dx9_SetNPatchMode( 0.f )"
callee-kept,0079288b,e_ModelDefinitionGetAdObjectDef (e_ModelDefinitionGetAdObjectDef),,,4/4,"from 0043c787: e_ModelDefinitionGetAdObjectDef(pRoomDef->nModelDefinitionId; LOD_ANY; j; tAdObjDef)"
callee-kept,00789c8d,dxC_ComputeLightsSH_O3 (dxC_ComputeLightsSH_O3),,,1/1,"from 007c5d7e: dxC_ComputeLightsSH_O3( pModel; tLights )"
callee-kept,00778881,e_GetViewDirection (e_GetViewDirection),,,1/1,"from 007e2f7d: e_GetViewDirection( &vView )"
callee-kept,007d1c8b,dx9_SetFVF (dx9_SetFVF),,,7/7,"from 00780b42: dx9_SetFVF( VERTEX_ONLY_FORMAT )"
callee-kept,007ad880,e_PrimitiveAddCone (e_PrimitiveAddCone),,,4/4,"from 00787bb8: e_PrimitiveAddCone( dwFlags; &pLight->vPosition; pLight->fFalloffEnd; &pLight->vDirection; ((pLightDef->fSpotAngleDeg) * (3.14159265359f / 180.0f)); dwColor )"
